post_id,sentence,true_label,logits
1107036788005179392_twitter,<user> <user> are you retarded,offensive,[-1.5960838  -0.18294178  0.7749272 ]
1107038725773627393_twitter,noir is so good you gays,offensive,[-0.93475115  0.2832519   0.00408516]
1107384378328563713_twitter,<user> you ’ re retarded if you believe this,offensive,[-1.1090364  -0.48022765  0.9040182 ]
11084491_gab,definition of white privilege,normal,[-0.7075509   0.1599114   0.04190634]
1108816043865042945_twitter,people calling undocumented immigrants labor unskilled are dumb af ya ever built a house shit ain ’ t easy,normal,[-0.98597693  0.16936366  0.09290729]
1109087701960146945_twitter,<user> 😂 😂 tell me about it they have been co opted by immigrants that why 🤷 🏽 ‍ ♀ ️,normal,[-1.5376868   0.74689555 -0.16204455]
1109465612970065921_twitter,<user> <user> i ’ m not on about your beef i was talking about calyko being retarded but yours also needs to stop,normal,[-0.98104024 -0.3832366   0.71939427]
1109817267590709249_twitter,chike ofili it propaganda to say ifeanyi okowa mentioned the name of ipob god chukwuokikeabiama it a lie from pit of hell,normal,[-0.9998994   0.22861479  0.07850456]
1110069233860268032_twitter,if your humor is based on racism homophobia sexism and rape you ’ re not fucking funny go home,normal,[-0.5265136  -0.05543806  0.29671845]
1110149041239789568_twitter,<user> <user> you decide to follow his twitter and rant about his posts retard,offensive,[-0.9618807   0.20264292  0.27789646]
1111868668147724289_twitter,i just found out my term is called queer curious so basically no one likes my type but the girls low key live ✨,normal,[-1.0064197   0.21205918  0.0328004 ]
1112193907033550848_twitter,<user> you me being retarded elderly pepo,normal,[-1.8125372e+00  6.3071400e-04  5.2117962e-01]
1112504910485118979_twitter,<user> you ’ ll be my next homorable mention 🤧,normal,[-1.5197021   0.5696642   0.04975112]
1112706085926912000_twitter,rt if your account is a safe place for lgbtq members poc muslims women people from every nation,normal,[-0.40628427  0.01119448  0.16558485]
1113385345582759936_twitter,good morning everyone except illegal aliens and avocados 😂,offensive,[-0.43995446 -0.14509903  0.3005457 ]
11135587_gab,what an absolutely beautiful video this is germany under hitler was as close to paradise as the beleagurd goyim shall ever see the jews won ww1 and ww2 the jews are now orchestrating ww3 godspeed my friends i love u,hatespeech,[-0.3574693  -0.15185039  0.311651  ]
1114145629935108096_twitter,<user> he ’ just gay in general no stipulations are needed,offensive,[-1.7660515   0.64724046  0.06147422]
11145758_gab,all they have to do is recognize that mass immigration is not politically possible that the battle over it will only intensify and eventually spill over into political violence as the demographic balance shifts at that point even liberals will start looking for the exits,normal,[-1.1466663   0.409809   -0.08856341]
1115292264597741570_twitter,<user> just shut up jihadi and whole country will burn you if you oppose,hatespeech,[-0.87245727  0.46603936 -0.03062518]
11154758_gab,excuse me oh no i wasn t born into incest that was birthed out of the anus of a wunder you will have to take that up with that fat ginger state goobering retard lol,offensive,[-0.43542776 -0.22250392  0.63888544]
1115697903681527808_twitter,if you ’ re an army that is republican you are not welcome here we hate you,hatespeech,[-0.7522855   0.04534453  0.21468227]
1115764597720408064_twitter,do the democrats feel white privilege or white racists are the problem these retards are retarted,offensive,[-0.30502737 -0.3184011   0.32364768]
1115973667014496256_twitter,<user> there was no moslem ban,normal,[-1.1673367   0.5555266   0.00155069]
1116522029207810048_twitter,tell your kids about today how king ermias united the ghettos of america even if it ’ just for a day 🏁,offensive,[-0.8168869   0.14260031  0.10938551]
1116531316508495872_twitter,<user> safe and affordable killing of helpless babies just what a muslim wants one less infidel to kill or convert,hatespeech,[-0.9491688   0.5780072  -0.10355736]
1117170620700217349_twitter,<user> so the nazis at <user> hate free speech,normal,[-1.1898799   0.60612655 -0.07965468]
1117449517442523136_twitter,breaking trump plan to send illegal immigrants to sanctuary cities is undergoing review sarah sanders says,offensive,[ 0.73242974 -0.8273573  -0.04467463]
1118168965736431621_twitter,just cause we no longer fuck w each other don ’ t mean i hate you but don ’ t try to be dry ass petty with me,offensive,[-1.2504333   0.3581277  -0.02389982]
1118271659058847744_twitter,<user> <user> like nigga care,normal,[-1.7311583   0.962365   -0.07579143]
1118303711950974976_twitter,anti nazi merch and shit rules but no matter the context i ’ m not buying anything that has a swastika on it,normal,[-0.6685388   0.07862413  0.12845269]
1118978139256950784_twitter,<user> u negroes never take your destiny into your own hands and just keep waiting for others to change your lot in life,offensive,[-1.025886    0.78984934 -0.15387753]
11206682_gab,i basically refuse to believe this is real i refuse to believe that the bbc has a fucking ebonics version translator page too retarded to be believed i am not saying i will not someday but for now no this is not real to me for now,offensive,[-0.791052   -0.49252403  0.78580326]
1120734025885392897_twitter,this is so fucking retarded,offensive,[-0.68088293 -0.7556128   0.97453886]
1120883481549189120_twitter,<user> <user> u spell it like a retard,offensive,[-1.5869478  0.0088688  0.8454833]
1122511047628189697_twitter,<user> by that logic it would be fine for jews to terrorize since your people call them evil and blame them for all of your problems,normal,[-1.087818    0.7596456  -0.11886655]
1122614344959660032_twitter,<user> its human violence stupid address the human,normal,[-1.5295181  0.7423466 -0.156675 ]
1123690490136756225_twitter,<user> helping immigrants from all over the world drain the prosperity from developed nations via un immigration pact,normal,[-1.4003438   0.58512765  0.06864527]
1124544521717649409_twitter,<user> slurs would be wetback or beaner not illegal alien 🙄,offensive,[ 0.877375   -0.8540655  -0.13499369]
11251506_gab,my sister is having an all lesbian moneynigger taternigger fight watching party is boxing a thing among girlfags or something,offensive,[-0.70566225  0.44251573 -0.12395395]
1125391867611271168_twitter,to all my muslim moots mute me just in case,offensive,[-1.6067021   0.6898809  -0.29296064]
11258511_gab,yfw deadpool is trolling niggers to death irl,hatespeech,[ 0.97539234 -1.076028   -0.28329805]
1126231936345702401_twitter,lemme go watch dany be a stupid bitch yet again on got,offensive,[-1.1598784  -0.11874779  0.68849975]
1126982150555885568_twitter,<user> i mean if sexual harassment is just mean girl drama,offensive,[-1.3784404  0.7132152 -0.1394738]
11274701_gab,as the zionist controlled tech industry marginalises the voice of white interests i have applied for refugee status at gab first they came for dailystormer then they came for stormfront next they came for cuckservatives moral is stop punching right as you will be next,normal,[-0.4442976   0.20217037 -0.03062684]
1139067471288160257_twitter,<user> i fucking hate that man legit,normal,[-1.3442776   0.6126038  -0.02829752]
1142902089229787142_twitter,please don ’ t kill yourself babygirl you have those voluptuous thighs,offensive,[-1.2229885   0.31907785  0.16072972]
1142982217892814854_twitter,<user> <user> women can not be wise estrogen makes them retarded,hatespeech,[-1.5254593 -0.3093663  0.8790911]
1143623359512625153_twitter,the promise of a real place to go after high school for fat and queer kids could literally keep them alive,normal,[-0.3264078   0.20453814 -0.08478875]
1143847627286556679_twitter,<user> “ lets go gays ”,normal,[-1.6925905   0.78968245 -0.10853121]
1144011578448240640_twitter,<user> <user> both are equally as retarded and awful,offensive,[-1.6029956  -0.10512832  0.63350713]
11443584_gab,throwing kitchenware is a bitch move it what physically weak women do to indicate their displeasure without actually attacking their man,offensive,[-1.4199562  -0.06544162  0.70792496]
1144372754134818816_twitter,<user> pass the funding you ’ re hurting the poor illegal aliens,offensive,[-1.4192815   0.59367704 -0.0083986 ]
1144477259425730560_twitter,<user> there were also no mentions of the threats immigrants present to citizens screw israel,offensive,[-1.3360229  0.6278577 -0.0318351]
1144486239434788864_twitter,<user> <user> i can ’ t stand this look they all look like identical blow up dolls,offensive,[-1.1604445   0.6779966   0.13577473]
1144571404752265217_twitter,<user> not white again,normal,[-1.3973145   0.6468177  -0.03007604]
1144813572725383168_twitter,i like when they pretty and ghetto type of bitch that don ’ t even say hello 🥵,normal,[-1.4111242   0.05020082  0.47973827]
1145037651977916417_twitter,me laughing at dead children and refugees is disgusting and scum pakis but what about those guys who beat up that scammer outside o k,offensive,[-1.6308681   0.8986262  -0.32716614]
1145109160691941377_twitter,<user> bitch was tiny but powerful,normal,[-2.0045843   0.32860497  0.59423643]
1146008465581547521_twitter,<user> <user> hahaha dumb bitch blocked me,offensive,[-2.3282619   0.6648563   0.48655534]
1146230142944989184_twitter,<user> this reminds me of this one pic from the <number> <number> <number> <number> depicting a chronic masturbator as retarded lmao,normal,[-1.2770619  -0.34481257  0.7458793 ]
1146251013822668800_twitter,<user> <user> ok how about we give mestizos no welfare in exchange for free land like white immigrants then huh,offensive,[-1.8775513   1.0598289  -0.11771023]
1146423210973573120_twitter,<user> <user> but answer the question first ya islam mein sawaal puchna bhi haraam hai,normal,[-1.8873284   0.97884774 -0.06840585]
1146463031657975808_twitter,<user> <user> is there any point in replying to this retard i guess not live in your bliss,offensive,[-1.5619249   0.13705873  0.67214006]
11542146_gab,this is the general attitude of all ghetto apes,hatespeech,[-0.46553758  0.05347404  0.28033596]
11576454_gab,classical christianity did exactly that most people only have experience with westernized christianity where it been neutered by secular society and had most of the violence and overt hatred censored out islam in the u is no more violent than christianity is,normal,[-1.4892287   0.5555074  -0.17824703]
1160017189296050177_twitter,<user> hey thats gay,offensive,[-1.806786    0.79261035 -0.02332393]
1161478663017291776_twitter,i can ’ t wait to be a wife this girlfriend shit ghetto,offensive,[-0.24157605 -0.05804197  0.26377228]
1161856513230692352_twitter,i ’ m sorry gay community call me by my name wasn ’ t it fam,normal,[-1.8484957   0.8007254  -0.14551501]
11620676_gab,read on swedish facebook police does not have time to arrest a rapist who raped a <number> year old girl despite knowing where he lives and who he is,offensive,[-0.87258625  0.3339982  -0.02858212]
1162249536292569091_twitter,<user> <user> what a vile islamist you have become shame,normal,[-1.1130736   0.5731357   0.12801476]
1162576410982133760_twitter,<user> i just watched my two retarded <number> th grade teachers be retarded assholes,normal,[-1.1792523  -0.50333655  0.8929097 ]
1163082929557450753_twitter,i am ⚪ ️ gay ⚪ ️ straight ⚪ ️ pan ⚪ ️ bi ⚪ ️ asexual 🔘 against zoophilia,normal,[-0.78663135  0.23492919  0.00664077]
1163087029753675776_twitter,<user> <user> quillette is nazi propaganda what a surprise,offensive,[-1.487031    0.6748238   0.11388414]
1163928201627865089_twitter,me quietly sitting in class with my friend and showing off my shoes to her look my friend your gay is showing,offensive,[-1.0423043   0.7026396  -0.27924925]
1164041423336988674_twitter,the talking stage so ghetto i ’ m tired of going through that shit with people,normal,[-0.6119336   0.06146809  0.19047505]
11645635_gab,baked alaska is probably my favorite anti racist holocaust denier definitely top <number>,offensive,[-1.1278578   0.24178807  0.08193354]
1165283220629442560_twitter,getting paid biweekly is so ghetto,normal,[-1.0279207   0.0972569   0.30575415]
1165785686903009283_twitter,<user> you are missing an essential premise whether any of those immigrants committed any crimes dumbass,normal,[-1.2373428   0.41649842  0.07015018]
1166002876352794625_twitter,if u spell jacob like jakob u a retard,offensive,[-0.39657235 -0.5500443   0.9687194 ]
1166882137980702721_twitter,you wanna know what i miss about college bonus dollars paying for food is ghetto as hell,normal,[-1.0641935   0.10222913  0.24298026]
1167536833988890624_twitter,<user> <user> i ’ m super gay fuck,normal,[-1.9560627   1.0354639  -0.09213097]
1167917262520471552_twitter,old ass bitch called me gay at the gas station yes that ’ a fact i will also fuck you up 🤗,offensive,[-1.6363951   0.2303802   0.43823132]
1168407844095483904_twitter,yeah humnh what how do i use this app i ’ m alittle retarded 👹,offensive,[-0.75246906 -0.6004288   0.82006365]
1168729501095907328_twitter,regression is a bitch i haven ’ t been this angry in a long time,normal,[-1.2738047  -0.03428374  0.6118876 ]
1169443635869487105_twitter,<user> lol not me i don ’ t deal with bms not outside children ’ ss i leave that ghetto mess for everybody else 😂 😂 😂,offensive,[-1.8039348   0.7765122  -0.01450138]
1169467702802563073_twitter,idgaf how dramatic i sound rn or “ ghetto “ but a bitch is mad,offensive,[-1.2341676  -0.06287391  0.601813  ]
1169644417210343424_twitter,it ’ payday bitches,offensive,[-1.1914003   0.30805993  0.06243088]
1169991265171189760_twitter,<user> it ’ mind poison islam,offensive,[-1.4678152   0.6521058  -0.03946093]
1170705627951316997_twitter,i just want women to look at me and think to themselves how does this bitch have a boyfriend and i do not,normal,[-1.0040548  -0.13363776  0.6464646 ]
1171476443072581632_twitter,the blur the retard,normal,[-0.4132297  -0.55436337  0.9478424 ]
1171521116570959872_twitter,<user> omg yes arab muslims rise 👁 ️ 👄 👁 ️,normal,[-1.3666258   0.49351865  0.08150949]
1172678157289304064_twitter,<user> must admit the term “ muzzies ” nags at me bothers me but this guy nevertheless is in need of serious mental adjustment,offensive,[-0.9725683   0.39940685 -0.08740711]
1173341490682179585_twitter,god i fucking hate allergies,normal,[-0.6683266   0.1130935   0.09876442]
11738380_gab,fight white apologists i am white i have not terrorized anyone please do not speak for me and do not fucking ever apologize for me,normal,[-1.586204    0.875509   -0.45803502]
1174197246121979904_twitter,how do i work so much amp still be broke adult hood is so ghetto,normal,[-0.90216005  0.06031945  0.28632084]
1174791771949322245_twitter,deadass gon go lesbian,normal,[-1.2872363   0.48309052  0.02489142]
1175018985781202945_twitter,oh my god some of the fucking freshmen of my school are fucking retarded smh,offensive,[-0.8409791 -0.6377752  0.9235967]
1176698116088766464_twitter,tweeting about how horny u are amp how high your sex drive is is ghetto 🥴,offensive,[-0.5544245  -0.0967603   0.33784935]
1176869964583723009_twitter,being homophobic is gay because you are worrying about what other guys do with their dicks,offensive,[-0.5874684  -0.10607833  0.38430026]
1177216103896035328_twitter,white moms yeah my mom is gay black moms yeah he call hisself liking boys,offensive,[-1.4639935  0.4185     0.0032168]
1177671086139478016_twitter,i hate arabs,hatespeech,[-0.43954548 -0.08815362  0.21698594]
11778342_gab,walls don t work walls don t wor in <number> hungary built a border barrier on its border with serbia and croatia the fence was constructed during the european migrant crisis with the aim to ensure border security by preventing immigrants from entering illegally,normal,[-0.78597283  0.46471208 -0.09111361]
11783332_gab,hey why was there an army of debtors and economic refugees which could flood into the continental interior during the <number> <number> th century in the first place y know the western frontier settlement etc i know the magic freedom capitalism scroll protects us from stalin but why do you think that was,normal,[-0.56603694  0.05242271  0.13503315]
1178655751767642112_twitter,foolish women removing their mangalsutras themselves what else to xtian n muslim men want,offensive,[-0.67695105  0.02216164  0.23472832]
1179421734098878465_twitter,<user> the wrench and hammer are deep fake additions that chinazi pig came over ready to kill someone,offensive,[-1.0628687   0.31164026  0.06947806]
1179538457372381190_twitter,if u can read this ure gay and also ilu,offensive,[-1.0790253   0.34999746 -0.02359571]
1179895157757489158_twitter,paying my own bills so ghetto 🥴,normal,[-1.2976888   0.26854685  0.1377385 ]
1180196086486454274_twitter,<user> i dont like that ur not gay,normal,[-1.5553015   0.7151545  -0.05993729]
11802249_gab,idea for europe send refugees to caribbean to help rebuild hurricane irma damaged islands let them show how compassionate they can be thousands of miles away,normal,[-0.78272593  0.36021566 -0.07257344]
1180520834693304320_twitter,<user> said nazis look cool pretty much,normal,[-1.2719874   0.50829554  0.02647803]
1181235518908047360_twitter,working really is ghetto,normal,[-1.240524    0.1416295   0.27929777]
1181975809361371137_twitter,<user> i hate you i ’ m just reminiscing,offensive,[-1.5041246   0.66633666 -0.08596757]
11823648_gab,<number> to fulfill this plan the left is trying to fill the country with the <number> rd world population they are easily moldible into revolutionary lumpen combined with home grown ghetto population they will be a huge striking force,offensive,[ 0.33615482 -0.4057902   0.04786927]
1182374073646628870_twitter,in every female bestie you will always find one lesbian 😊 😋 🤗,normal,[-0.98158014  0.1384441   0.2004253 ]
1183022464386904064_twitter,i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not,normal,[-0.999637    0.64709115 -0.30579102]
1183035118820175872_twitter,babe i am not ignoring you i just hate you stop texting me,normal,[-1.0894226   0.44536865 -0.23170386]
1183369366903152641_twitter,<user> ffs these ghetto blacks are ignorant like cracker mountain hillbillies,hatespeech,[-1.4856951   0.3407935   0.26992977]
1183597323127009281_twitter,i get on twitter just talk shit about you cause u a scary ass hoe 😂 amp i want your head hoe 🤷 🏽 ‍ ♀ ️ but im off this shit good night 😘 ❗ ️,offensive,[-0.81996477  0.02252982  0.30856732]
1183598610778222592_twitter,<user> or stop letting so many immigrants in might also help,normal,[-1.5344801   0.65009165 -0.04579704]
1184634368976998406_twitter,<user> my homie <user> hired the soup nazi to wish me a happy birthday on cameo can you invent a frame for videos pls,normal,[-1.8057594   1.3663359  -0.33580792]
1184932571412680712_twitter,<user> life a bitch and then you die that why we get high cause you never know when you are gonna go,normal,[-1.6123799  0.3499589  0.4308942]
11860957_gab,look all american good solid nw european descended white men women but have balls by your behavior fight club theme i think this is more important than which flag they will twist their photos but see the tiki closeups they still looked solid plausible,normal,[-0.02851612 -0.39075583  0.5190128 ]
11865960_gab,o brien said that the vast majority of the <number> illegal immigrants now in daca have never been interviewed by any representative of the u government either in person on over the phone,normal,[-0.95537984  0.29852307  0.02117505]
1186788781594238977_twitter,they never fighting outside my apartment wow the fucking ghetto,offensive,[-0.5763629   0.0896348   0.12779576]
11870276_gab,unrelated <user> is a faggot,offensive,[-0.2945253  -0.55557084  0.5104077 ]
1187192156194328577_twitter,to cold to be sleeping alone ghetto,normal,[-0.7646239  -0.03475134  0.4058598 ]
1188523349883936775_twitter,homosexuals did the holocaust,offensive,[-0.79657185  0.05258606  0.19619763]
1189522154985005057_twitter,🖤 whoever lectures criminal procedure deserves happiness life and wealth my week just became great,normal,[-0.997651    0.35185415 -0.02277   ]
1189699418867556352_twitter,<user> white people stole the land so you ’ re an immigrant,normal,[-1.6372538   0.7469996  -0.05254896]
1190030970193235968_twitter,the gay gods gave the lesbians <number> rights this day,offensive,[-0.7790046   0.11791457  0.16402553]
1190261367518978051_twitter,staycommittedmrpm all muslim world is watching to pakistan and imran khan,normal,[-0.56388706  0.10361774  0.12343377]
1192441988014059520_twitter,couple friends you know bitches get funny,normal,[-1.2615279   0.42215413 -0.02366624]
1193298995734622215_twitter,fellas is it gay to have gay friends,offensive,[-1.0941573   0.2517076   0.14430419]
1193404014538317824_twitter,logan paul is a fucking bozo,offensive,[-0.88092244  0.12143584  0.19961795]
1194611863226605568_twitter,<user> are you gonna cry becuase someone insulted your precious ching chong singers,normal,[-0.5050827  -0.03782068  0.3177526 ]
1194735603566481415_twitter,<user> she switching like faggots,offensive,[-1.2416153  0.5020475  0.0522377]
1195754542597578753_twitter,<user> alex is the mega gay,offensive,[-1.5379486   0.6897422  -0.03261865]
1195959027525726209_twitter,<user> y are u focusing on that when nazis exist,normal,[-1.1742797   0.29051313  0.22266345]
11959949_gab,plus he a faggot so he likes things up his ass,hatespeech,[-0.03737696 -0.7564419   0.53584427]
1196149360838561794_twitter,<user> i peeped your avi you definitely look like the ghetto ass auntie that you are 😂 🤩 💋,offensive,[-1.160996    0.4358065   0.01697433]
1196677971244933120_twitter,how do you see or treat homosexuals,normal,[-0.4713413  -0.07408315  0.30032918]
1196962774808707072_twitter,<user> i didnt lose my shit over <number> guards being arrested you bum fuck racoon retard you sure showed me,offensive,[-0.7829001  -0.23228304  0.80432457]
11972072_gab,the so called right kicking out the alt white has to be the most retarded thing i have every seen we are literally fighting in the streets against antifa while they play philospher on the net <user> understands this <user> doens t,offensive,[-0.15872242 -0.77779317  0.5965832 ]
1197535418910150658_twitter,<user> <user> they ’ re speaking retard jaja,offensive,[-1.4981244  -0.09770815  0.8883372 ]
1197908317705850885_twitter,<user> chile the ghetto 💀 💀 💀 they mustve stole it coz they hate u i,offensive,[-1.41432     0.44504333  0.0675146 ]
1198222005511675905_twitter,am not trying to be racist some of them mmg rude especially arabs mabuk tu takyah cerita la dah mabuk blh pulak drive 🤦 ‍ ♂ ️,offensive,[-0.8562938   0.11677061  0.10956337]
1199879372154589184_twitter,rey walk to the gas station since everybody acting like bitches,normal,[-0.89030457  0.13979143  0.11983925]
1199953468741603328_twitter,<user> another retard looking for a way to stay relevant and find some kind of meaning to their life victim mentality iq66,offensive,[-0.6062237 -0.2409211  0.9641479]
1200611362084253696_twitter,<user> <user> jews are white now,offensive,[-1.2898328   0.61445713  0.04759958]
1201794566858215424_twitter,this nigga is a fucking joke i swear,offensive,[-1.2991021   0.4852361   0.05783942]
1203520636217372672_twitter,i fucking hate my uncle its so hard to enjoy my buckeyes when all he does is insult my buckeyes and thier amazing head coach,normal,[-1.0907706   0.40557367 -0.08775684]
1203582917416493056_twitter,server life is ghetto don ’ t let anyone tell you otherwise,normal,[-1.4338958   0.21200459  0.25913423]
1203671580825542657_twitter,people who ship kylorey just wanna justify their own relationship with their nazi boyfriend,offensive,[-0.7920252   0.08574002  0.1483728 ]
1204799613724704771_twitter,<user> <user> climate change is a fucking hoax,normal,[-1.2593467   0.7729119  -0.02915165]
1206064431274364928_twitter,fucking hate you bro i stg 💀 💀 💀 💀,offensive,[-0.90127134  0.16671984  0.0982547 ]
1208041861035778048_twitter,<user> i hate caucasians,hatespeech,[-1.2187395   0.6239653  -0.11062877]
1208228_gab,hillary is for women the following could not be reached for comment yazidi girls aborted girl babies syrian women and girls abandoned by their men we cannot print the comments of jones willey broaddrick etc dirtyhillary neverhillary,normal,[-0.85213315  0.20088759  0.03156344]
1208582490052423686_twitter,some y ’ all are ghetto asf 🥱,normal,[-0.82685924 -0.10081112  0.46954948]
12093810_gab,only gay nigger culture nice,hatespeech,[ 0.93604255 -0.7584173  -0.3518759 ]
1210935943395495938_twitter,<user> i fucking hate you yzm 😂,offensive,[-1.4424658   0.6537575  -0.08889724]
1211085818447581184_twitter,fuck off retard,offensive,[-0.23758793 -0.713143    1.1074522 ]
1211099588351778816_twitter,this being single shit is ghetto as fuck,normal,[-0.6249051   0.12092191  0.24143118]
1211623909918834688_twitter,<user> you are a fake pervert asshole you can be raped dont be stupid and work or study change you life,hatespeech,[-1.242899    0.37029117  0.12322962]
1211743854401064961_twitter,i didn ’ t get a pedicure last rome i got my nails done n now my feet look brazy this is ghetto,offensive,[-1.2740328   0.32094866  0.15815732]
12121445_gab,protesters bcome rioters min violence starts all should be arrested prosecuted of course these fucking cops are not going <number> do shit as usual per orders i understand states make own laws but police should be under federal control so politicians can not stymie <number> agenda,normal,[-1.0747032   0.49840212 -0.16101347]
1212772813653893120_twitter,all that superfied ghetto hoe shit ain ’ t the wave truly,offensive,[-1.7504565   0.14764513  0.61026573]
1213327950763966467_twitter,<user> the illiterates immigrants and fkn mongs must not forget what they are,offensive,[-0.98917174  0.29826647  0.06384203]
1213875760420794368_twitter,<user> yet colin nike exploits asians at an alarming rate i hate graham and the cult45 but i agree with him on this,normal,[-1.580787    0.65728766 -0.01251841]
1213918131288186881_twitter,just in case u all forgot the doctor hates nazis doctorwho,normal,[-0.37990662 -0.06123437  0.13247883]
1214210751109447680_twitter,<user> <user> there are literally nazis all over all the time rigjt now throw a rock you hit a nazi,offensive,[-1.4046987   1.038189   -0.11758906]
1215162866468298752_twitter,am i the only who doesn ’ t find white men attractive 🤮,normal,[-1.391202    0.31581926  0.05796826]
12155952_gab,i feel that i am a muslim and you whores need to put on a burqa so that someone that is not me accidentally does not stone you to death,offensive,[-0.7870121   0.33836627 -0.14356212]
12158323_gab,for all the muslim goatfuckers,offensive,[-0.77574384  0.24482031  0.02357833]
1216713290971303939_twitter,that <number> bouncer and the boys you jumped up little nazi fag you wont see him again case closed,offensive,[-0.85841024  0.18090734  0.11856097]
12167695_gab,even worse i have read comments defending this vid stating the message is anti violence against all stfu with that noise,offensive,[-0.9729997   0.3611096  -0.14194754]
12170080_gab,he is one obnoxious greasy nasty lying self serving horrible little muslim bastard,hatespeech,[-0.6863793  -0.10716921  0.422291  ]
1217101519943802883_twitter,<user> like i have been saying for awhile now that soon the left ideology will lock horns with the islamic one total shit show,offensive,[-1.2278855   0.85105634 -0.16690464]
1217567280617443328_twitter,<user> <user> are you fucking retard trump did not start this,offensive,[-1.5879519   0.08560775  0.8046526 ]
1217604718991683585_twitter,<user> aw it ’ retarded,offensive,[-1.4882357 -0.3459816  0.8798871]
12177462_gab,means barry who filled the white house with black and muslim terrorists is a pro american whoa i like this kind of trash logic or,normal,[-0.04608117 -0.07854027  0.05309323]
12182841_gab,worst mistake ever shouldve sliced off the balls of all africans killed them just like the arabs typical christ cuck pussies why the fuck would you endanger your white stable gene pool by allowing africans to breed jews subverted your cucked religion for a reason,hatespeech,[ 0.06508437 -0.3505643   0.11129926]
12189681_gab,what are google favorite hobbies <number> de listing competitors <number> firing white people <number> deciding what white people can say,normal,[-0.89717066 -0.01085322  0.36337945]
1219094200228175875_twitter,you hate your life just be honest,normal,[-0.7250761   0.08982529  0.18829678]
1219117000435339265_twitter,plutonium is so ass it just a bunch of retards killing last <number> seconds into the game,normal,[-0.20230052 -0.268964    0.30130655]
1219499223189721088_twitter,“ pick that cotton negro ” or whatever massa said,hatespeech,[ 0.2615061  -0.44999927  0.05123285]
1220027526090842112_twitter,looks like twitter keeping my shit fuck jack retweet to help a nigga out,offensive,[-0.7698488   0.0504031   0.24732815]
1220265243005288448_twitter,iokanopenprison human rights organisations are sleeping for kashmirs because they are muslims <user> <user>,normal,[-0.640635    0.09551139  0.15841149]
1220558318470684672_twitter,damn dykes be looking scrumptious,offensive,[-0.9685905   0.35817128  0.02001896]
1221076528949272579_twitter,“ y ’ all got everybody infiltrating negroes ” nicki minaj,normal,[-1.3096223   0.30463517  0.15343536]
1221314471794069505_twitter,this nigga too good to be true ain ’ t no way he show up to my crib wit a bag full of my favorite food,offensive,[-1.2940423   0.50423783  0.03724812]
12222466_gab,notice in europe they started with women and children same with those crossing our borders in pics of europe all young adult men daca <number> to <number> not children its a replacement plan,normal,[-0.60002565  0.08205523  0.15786217]
1224487307601858560_twitter,i have to go to court for not having an off campus pass ghetto 😣,normal,[-0.61583745  0.08627461  0.10856186]
1225612446406266880_twitter,<user> that the retarded democrats for you,offensive,[-1.0653702 -0.4540875  0.8447309]
1225858073270476800_twitter,space is gay and so are you,offensive,[-1.3399353   0.31196752  0.14173509]
1226231898978029578_twitter,read multifandom as muslim maybe i should go sleep,offensive,[-1.1865088   0.36317015  0.02730608]
1226675387956105218_twitter,i love relationships and i love love 🥰 can ’ t believe i ’ m single this v day how ghetto,normal,[-1.2742069   0.32302964  0.11508654]
1226925254062362627_twitter,us black trans women are dying white vegans us eat meat white vegans you should be ashamed of yourself,normal,[-0.06905289 -0.15011543  0.07044552]
1228019515553918976_twitter,<user> how will you stop the foreign interference of illegal immigrants voting then,normal,[-1.2080419   0.58287144 -0.01933204]
1229246278141276162_twitter,<user> you ’ re retarded — like actually — that goes for all you astrology people out there aswell,offensive,[-1.1620651 -0.5074127  0.9575869]
12299423_gab,these yuri boards need to stop the purpose of life is to perpetuate the species two girls cannot reproduce two girls would not make good parents sociologists agree children reared in gay households are more likely to be homosexual all this proves yuri is immoral and wrong it just science,offensive,[-0.41132542  0.08406262  0.1522336 ]
1230036086556151808_twitter,<user> every time i go to budapest it more sad more homeless more racist posters demeaning refugees last time i saw tents in the park,normal,[-1.4493462   0.973143   -0.19555548]
1230108522211422208_twitter,how about royal traitors 😂 loosewomen,offensive,[-0.61399543  0.09677068  0.13233316]
1230213866337914880_twitter,<user> he will probably be too busy selling his undies to nazis on ebay,normal,[-1.1932766  0.5745828 -0.0210594]
1230931318822838273_twitter,<user> what a vile gobshite it ’ a management issue not a immigrant issue and then she defends the us healthcare system wild,normal,[-0.98765814  0.47886717  0.10255443]
1231344591980253184_twitter,white people are fucking retarded,offensive,[-0.6429262  -0.75164276  0.9041175 ]
1231804803614830592_twitter,<number> chan is retarded and so are you,offensive,[-0.9362546  -0.6246879   0.89813954]
12323269_gab,i guess you are not good at statistics how many cities have whites burned and looted how many ghettos have they created how many first world civilizations have blacks created why did they never invent the wheel or written language why do they still live in mud huts,offensive,[-0.0628836  -0.02044065  0.01896814]
1232423614416347136_twitter,people on twitter are retarded lol that squad is never getting a result against that bayern team but yes it ’ lampard ’ fault,offensive,[-0.95784366 -0.5990586   0.95907336]
1232850058917355520_twitter,should illegal aliens be counted in the us census,normal,[-0.30295423 -0.16047749  0.2926221 ]
12331741_gab,i m guessing that the first thing a white muslim terrorist man would do is throw this thing off a very tall building,hatespeech,[ 0.41259494 -0.41665447  0.05763996]
